10?DFJSP10
20 15 3
Operations vector:
12 13 11
11 14  11 14 13
69.8 0.8
0.8
153 8 3.6
69.8 0.8
0.8
150 9 4.05
69.8 0.8
0.8
154 7 3.15
67.3 0.7
0.5
137 7 3.15
67.3 0.7
0.5
107 7 3.15
67.3 0.7
0.5
149 14  6.3 67.1  0.7 0.7
114 14  6.3 67.1  0.7 0.7
67 15 6.75
67.1 0.7
0.7
179 11  4.95 64.1  0.7 0.7
124 12  5.4 64.1  0.7 0.7
92 14 6.3
64.1 0.7
0.7
167 15  6.75 50.7  0.6 0.8
128 17  7.65 50.7  0.6 0.8
104 17  7.65 50.7  0.6 0.8
191 9 4.05
79.6 0.6
0.7
160 11  4.95 79.6  0.6 0.7
159 12  5.4 79.6  0.6 0.7
200 6 2.7
67.3 0.6
0.9
175 8 3.6
67.3 0.6
0.9
144 8 3.6
67.3 0.6
0.9
178 10  4.5 76.7  0.9 0.8
69 11 4.95
76.7 0.9
0.8
68 12 5.4
76.7 0.9
0.8
184 14  6.3 73.9  0.7 0.8
102 15  6.75 73.9  0.7 0.8
92 17 7.65
73.9 0.7
0.8
146 18  8.1 71.9  0.5 0.9
73 19 8.55
71.9 0.5
0.9
65 20 9
71.9 0.5
0.9
164 8 3.6
50.8 0.7
0.6
115 9 4.05
50.8 0.7
0.6
86 9 4.05
50.8 0.7
0.6
175 16  7.2 69.7  0.6 0.9
152 16  7.2 69.7  0.6 0.9
116 17  7.65 69.7  0.6 0.9
169 5 2.25
66.7 0.8
0.8
161 6 2.7
66.7 0.8
0.8
156 6 2.7
66.7 0.8
0.8
181 11  4.95 67.4  0.9 0.7
166 11  4.95 67.4  0.9 0.7
140 12  5.4 67.4  0.9 0.7
139 16  7.2 50.1  0.7 0.7
66 16 7.2
50.1 0.7
0.7
54 17 7.65
50.1 0.7
0.7
139 4 1.8
50.5 0.5
0.7
113 6 2.7
50.5 0.5
0.7
90 6 2.7
50.5 0.5
0.7
104 4 1.8
52.2 0.8
0.7
91 4 1.8
52.2 0.8
0.7
91 5 2.25
52.2 0.8
0.7
182 9 4.05
63.3 0.6
0.6
172 10  4.5 63.3  0.6 0.6
84 11 4.95
63.3 0.6
0.6
157 11  4.95 50  0.6 0.8
147 12  5.4 50  0.6 0.8
73 12 5.4
50 0.6  0.8
98 18 8.1
72.9 0.5
0.8
85 19 8.55
72.9 0.5
0.8
81 19 8.55
72.9 0.5
0.8
176 15  6.75 75.2  0.8 0.6
157 15  6.75 75.2  0.8 0.6
121 18  8.1 75.2  0.8 0.6
157 7 3.15
61.3 0.6
0.5
76 7 3.15
61.3 0.6
0.5
61 8 3.6
61.3 0.6
0.5
177 13  5.85 73.7  0.5 0.6
125 13  5.85 73.7  0.5 0.6
69 14 6.3
73.7 0.5
0.6
110 16  7.2 54.7  0.8 0.9
92 20 9
54.7 0.8
0.9
62 20 9
54.7 0.8
0.9
148 15  6.75 50.8  0.6 0.8
122 18  8.1 50.8  0.6 0.8
77 18 8.1
50.8 0.6
0.8
197 8 3.6
53.6 0.6
0.8
159 10  4.5 53.6  0.6 0.8
94 11 4.95
53.6 0.6
0.8
199 9 4.05
77.7 0.6
0.9
176 10  4.5 77.7  0.6 0.9
125 10  4.5 77.7  0.6 0.9
169 6 2.7
50.6 0.8
0.7
164 8 3.6
50.6 0.8
0.7
108 8 3.6
50.6 0.8
0.7
141 5 2.25
77.3 0.5
0.5
108 6 2.7
77.3 0.5
0.5
88 8 3.6
77.3 0.5
0.5
163 12  5.4 65.3  0.6 0.7
161 12  5.4 65.3  0.6 0.7
54 13 5.85
65.3 0.6
0.7
172 7 3.15
51.3 0.6
0.8
160 9 4.05
51.3 0.6
0.8
78 10 4.5
51.3 0.6
0.8
176 9 4.05
73.4 0.8
0.9
112 12  5.4 73.4  0.8 0.9
62 12 5.4
73.4 0.8
0.9
132 9 4.05
73.5 0.7
0.6
125 10  4.5 73.5  0.7 0.6
86 12 5.4
73.5 0.7
0.6
154 16  7.2 61.9  0.8 0.7
146 17  7.65 61.9  0.8 0.7
108 18  8.1 61.9  0.8 0.7
178 9 4.05
66.1 0.7
0.7
173 10  4.5 66.1  0.7 0.7
172 11  4.95 66.1  0.7 0.7
191 10  4.5 54.3  0.8 0.9
152 11  4.95 54.3  0.8 0.9
115 12  5.4 54.3  0.8 0.9
157 6 2.7
60.4 0.7
0.5
146 6 2.7
60.4 0.7
0.5
57 8 3.6
60.4 0.7
0.5
131 6 2.7
65.9 0.6
0.6
88 7 3.15
65.9 0.6
0.6
88 7 3.15
65.9 0.6
0.6
109 9 4.05
69.6 0.6
0.6
75 9 4.05
69.6 0.6
0.6
75 10 4.5
69.6 0.6
0.6
199 5 2.25
56.5 0.9
0.8
168 5 2.25
56.5 0.9
0.8
111 6 2.7
56.5 0.9
0.8
167 3 1.35
74.1 0.8
0.6
125 5 2.25
74.1 0.8
0.6
82 5 2.25
74.1 0.8
0.6
160 12  5.4 62.3  0.6 0.6
150 12  5.4 62.3  0.6 0.6
142 14  6.3 62.3  0.6 0.6
182 8 3.6
58.8 0.6
0.5
99 9 4.05
58.8 0.6
0.5
58 10 4.5
58.8 0.6
0.5
184 4 1.8
53.4 0.8
0.6
103 4 1.8
53.4 0.8
0.6
69 7 3.15
53.4 0.8
0.6
159 9 4.05
52.4 0.6
0.7
134 11  4.95 52.4  0.6 0.7
118 13  5.85 52.4  0.6 0.7
180 16  7.2 57.4  0.7 0.6
137 16  7.2 57.4  0.7 0.6
122 17  7.65 57.4  0.7 0.6
167 10  4.5 63  0.6 0.5
85 10 4.5
63 0.6  0.5
80 11 4.95
63 0.6  0.5
144 3 1.35
71.1 0.7
0.9
142 4 1.8
71.1 0.7
0.9
117 4 1.8
71.1 0.7
0.9
172 14  6.3 74  0.8 0.6
136 15  6.75 74  0.8 0.6
69 16 7.2
74 0.8  0.6
143 6 2.7
67.8 0.8
0.9
86 6 2.7
67.8 0.8
0.9
72 6 2.7
67.8 0.8
0.9
167 9 4.05
67.3 0.7
0.7
138 11  4.95 67.3  0.7 0.7
97 12 5.4
67.3 0.7
0.7
111 16  7.2 73.5  0.7 0.7
87 18 8.1
73.5 0.7
0.7
55 18 8.1
73.5 0.7
0.7
138 5 2.25
57.6 0.9
0.5
66 5 2.25
57.6 0.9
0.5
53 6 2.7
57.6 0.9
0.5
184 13  5.85 51.6  0.6 0.6
180 13  5.85 51.6  0.6 0.6
102 13  5.85 51.6  0.6 0.6
151 6 2.7
70.4 0.7
0.8
104 7 3.15
70.4 0.7
0.8
91 8 3.6
70.4 0.7
0.8
173 11  4.95 67.5  0.6 0.5
144 12  5.4 67.5  0.6 0.5
113 13  5.85 67.5  0.6 0.5
181 15  6.75 67.9  0.6 0.9
142 15  6.75 67.9  0.6 0.9
93 15 6.75
67.9 0.6
0.9
154 17  7.65 56.1  0.8 0.6
117 17  7.65 56.1  0.8 0.6
100 18  8.1 56.1  0.8 0.6
166 10  4.5 52.2  0.8 0.6
153 11  4.95 52.2  0.8 0.6
87 11 4.95
52.2 0.8
0.6
199 11  4.95 64.8  0.8 0.8
190 11  4.95 64.8  0.8 0.8
151 12  5.4 64.8  0.8 0.8
188 6 2.7
59.1 0.8
0.7
144 8 3.6
59.1 0.8
0.7
60 8 3.6
59.1 0.8
0.7
169 13  5.85 73.6  0.8 0.7
135 14  6.3 73.6  0.8 0.7
112 15  6.75 73.6  0.8 0.7
199 16  7.2 69.1  0.5 0.9
164 16  7.2 69.1  0.5 0.9
137 17  7.65 69.1  0.5 0.9
167 18  8.1 67  0.7 0.8
145 19  8.55 67  0.7 0.8
114 19  8.55 67  0.7 0.8
194 8 3.6
53.5 0.6
0.7
86 9 4.05
53.5 0.6
0.7
84 10 4.5
53.5 0.6
0.7
188 7 3.15
65.6 0.8
0.9
168 9 4.05
65.6 0.8
0.9
148 10  4.5 65.6  0.8 0.9
173 16  7.2 74.6  0.7 0.8
140 17  7.65 74.6  0.7 0.8
97 17 7.65
74.6 0.7
0.8
162 12  5.4 59.1  0.5 0.7
154 12  5.4 59.1  0.5 0.7
87 13 5.85
59.1 0.5
0.7
144 18  8.1 58.7  0.9 0.7
114 19  8.55 58.7  0.9 0.7
60 19 8.55
58.7 0.9
0.7
159 14  6.3 63.2  0.6 0.8
145 16  7.2 63.2  0.6 0.8
131 17  7.65 63.2  0.6 0.8
193 7 3.15
69.1 0.9
0.8
159 8 3.6
69.1 0.9
0.8
82 9 4.05
69.1 0.9
0.8
179 14  6.3 75.1  0.7 0.6
105 16  7.2 75.1  0.7 0.6
86 16 7.2
75.1 0.7
0.6
160 6 2.7
78.8 0.6
0.6
153 9 4.05
78.8 0.6
0.6
115 10  4.5 78.8  0.6 0.6
183 7 3.15
76.9 0.7
0.8
175 9 4.05
76.9 0.7
0.8
95 9 4.05
76.9 0.7
0.8
185 6 2.7
76.6 0.6
0.7
184 8 3.6
76.6 0.6
0.7
60 9 4.05
76.6 0.6
0.7
127 13  5.85 73.3  0.9 0.7
73 14 6.3
73.3 0.9
0.7
57 14 6.3
73.3 0.9
0.7
155 11  4.95 61.7  0.9 0.7
112 13  5.85 61.7  0.9 0.7
69 13 5.85
61.7 0.9
0.7
189 7 3.15
72.3 0.6
0.9
185 7 3.15
72.3 0.6
0.9
140 8 3.6
72.3 0.6
0.9
159 5 2.25
62.5 0.6
0.8
101 6 2.7
62.5 0.6
0.8
51 7 3.15
62.5 0.6
0.8
188 5 2.25
78.4 0.8
0.7
120 5 2.25
78.4 0.8
0.7
87 6 2.7
78.4 0.8
0.7
190 9 4.05
65.8 0.8
0.9
157 10  4.5 65.8  0.8 0.9
54 12 5.4
65.8 0.8
0.9
151 12  5.4 77.1  0.7 0.7
104 12  5.4 77.1  0.7 0.7
102 13  5.85 77.1  0.7 0.7
183 9 4.05
59.4 0.9
0.7
100 9 4.05
59.4 0.9
0.7
71 10 4.5
59.4 0.9
0.7
116 5 2.25
61 0.6  0.7
105 5 2.25
61 0.6  0.7
68 6 2.7
61 0.6  0.7
191 10  4.5 61.6  0.9 0.7
94 11 4.95
61.6 0.9
0.7
92 11 4.95
61.6 0.9
0.7
105 13  5.85 65.8  0.8 0.7
94 16 7.2
65.8 0.8
0.7
76 17 7.65
65.8 0.8
0.7
169 3 1.35
72 0.9  0.6
146 3 1.35
72 0.9  0.6
63 5 2.25
72 0.9  0.6
163 4 1.8
74.2 0.6
0.6
149 6 2.7
74.2 0.6
0.6
128 6 2.7
74.2 0.6
0.6
166 11  4.95 73.3  0.7 0.5
132 11  4.95 73.3  0.7 0.5
94 13 5.85
73.3 0.7
0.5
118 7 3.15
76.6 0.7
0.7
70 8 3.6
76.6 0.7
0.7
53 10 4.5
76.6 0.7
0.7
129 5 2.25
78 0.6  0.6
128 5 2.25
78 0.6  0.6
89 7 3.15
78 0.6  0.6
170 10  4.5 78.1  0.8 0.7
150 11  4.95 78.1  0.8 0.7
97 12 5.4
78.1 0.8
0.7
181 9 4.05
63.8 0.7
0.5
58 11 4.95
63.8 0.7
0.5
51 11 4.95
63.8 0.7
0.5
199 10  4.5 58.1  0.7 0.5
157 11  4.95 58.1  0.7 0.5
53 11 4.95
58.1 0.7
0.5
151 15  6.75 60.8  0.8 0.5
99 16 7.2
60.8 0.8
0.5
74 16 7.2
60.8 0.8
0.5
154 3 1.35
73 0.8  0.7
141 4 1.8
73 0.8  0.7
78 4 1.8
73 0.8  0.7
187 17  7.65 57.7  0.8 0.6
132 21  9.45 57.7  0.8 0.6
84 21 9.45
57.7 0.8
0.6
145 7 3.15
57.2 0.9
0.8
109 7 3.15
57.2 0.9
0.8
75 9 4.05
57.2 0.9
0.8
174 6 2.7
50.1 0.8
0.7
87 7 3.15
50.1 0.8
0.7
71 8 3.6
50.1 0.8
0.7
159 14  6.3 72.7  0.8 0.9
144 14  6.3 72.7  0.8 0.9
67 15 6.75
72.7 0.8
0.9
138 12  5.4 59.8  0.7 0.8
119 12  5.4 59.8  0.7 0.8
72 13 5.85
59.8 0.7
0.8
146 3 1.35
55.5 0.6
0.7
128 5 2.25
55.5 0.6
0.7
95 5 2.25
55.5 0.6
0.7
114 12  5.4 55.4  0.6 0.8
62 13 5.85
55.4 0.6
0.8
51 14 6.3
55.4 0.6
0.8
176 7 3.15
58.3 0.8
0.6
148 8 3.6
58.3 0.8
0.6
106 8 3.6
58.3 0.8
0.6
161 5 2.25
76 0.8  0.8
99 5 2.25
76 0.8  0.8
72 6 2.7
76 0.8  0.8
165 11  4.95 79.8  0.6 0.7
56 11 4.95
79.8 0.6
0.7
55 11 4.95
79.8 0.6
0.7
136 6 2.7
68.7 0.7
0.7
111 6 2.7
68.7 0.7
0.7
69 7 3.15
68.7 0.7
0.7
132 12  5.4 64.1  0.8 0.7
129 12  5.4 64.1  0.8 0.7
79 14 6.3
64.1 0.8
0.7
174 8 3.6
64.6 0.7
0.8
143 8 3.6
64.6 0.7
0.8
71 8 3.6
64.6 0.7
0.8
199 15  6.75 61.5  0.9 0.8
175 16  7.2 61.5  0.9 0.8
115 16  7.2 61.5  0.9 0.8
164 19  8.55 51.5  0.8 0.7
98 20 9
51.5 0.8
0.7
59 20 9
51.5 0.8
0.7
192 8 3.6
77.9 0.8
0.7
75 9 4.05
77.9 0.8
0.7
60 11 4.95
77.9 0.8
0.7
195 11  4.95 53.3  0.8 0.7
105 12  5.4 53.3  0.8 0.7
99 13 5.85
53.3 0.8
0.7
187 8 3.6
79.4 0.6
0.6
149 11  4.95 79.4  0.6 0.6
67 12 5.4
79.4 0.6
0.6
165 14  6.3 51.9  0.7 0.5
129 15  6.75 51.9  0.7 0.5
71 15 6.75
51.9 0.7
0.5
167 15  6.75 66.9  0.7 0.5
116 15  6.75 66.9  0.7 0.5
106 15  6.75 66.9  0.7 0.5
165 4 1.8
59.5 0.5
0.7
150 5 2.25
59.5 0.5
0.7
130 5 2.25
59.5 0.5
0.7
152 5 2.25
70.5 0.7
0.6
126 6 2.7
70.5 0.7
0.6
52 8 3.6
70.5 0.7
0.6
187 10  4.5 54.4  0.5 0.6
155 11  4.95 54.4  0.5 0.6
96 11 4.95
54.4 0.5
0.6
164 2 0.9
52.8 0.6
0.5
144 4 1.8
52.8 0.6
0.5
78 5 2.25
52.8 0.6
0.5
104 10  4.5 75.3  0.5 0.7
90 11 4.95
75.3 0.5
0.7
54 11 4.95
75.3 0.5
0.7
86 10 4.5
63.5 0.6
0.5
75 11 4.95
63.5 0.6
0.5
74 11 4.95
63.5 0.6
0.5
175 18  8.1 79  0.7 0.8
155 18  8.1 79  0.7 0.8
114 18  8.1 79  0.7 0.8
178 15  6.75 75.2  0.6 0.5
69 15 6.75
75.2 0.6
0.5
56 16 7.2
75.2 0.6
0.5
145 7 3.15
54.2 0.7
0.7
116 8 3.6
54.2 0.7
0.7
96 9 4.05
54.2 0.7
0.7
191 13  5.85 78.3  0.5 0.9
185 13  5.85 78.3  0.5 0.9
88 13 5.85
78.3 0.5
0.9
170 18  8.1 69.2  0.7 0.7
148 19  8.55 69.2  0.7 0.7
143 19  8.55 69.2  0.7 0.7
193 10  4.5 74.5  0.8 0.8
155 11  4.95 74.5  0.8 0.8
112 12  5.4 74.5  0.8 0.8
154 13  5.85 63  0.8 0.9
154 13  5.85 63  0.8 0.9
54 14 6.3
63 0.8  0.9
144 7 3.15
58.4 0.5
0.5
130 9 4.05
58.4 0.5
0.5
104 9 4.05
58.4 0.5
0.5
138 16  7.2 61.1  0.8 0.7
90 17 7.65
61.1 0.8
0.7
51 18 8.1
61.1 0.8
0.7
139 11  4.95 64.3  0.9 0.6
58 12 5.4
64.3 0.9
0.6
53 13 5.85
64.3 0.9
0.6
171 18  8.1 57.9  0.5 0.9
121 19  8.55 57.9  0.5 0.9
97 19 8.55
57.9 0.5
0.9
130 16  7.2 73.1  0.8 0.8
124 16  7.2 73.1  0.8 0.8
113 16  7.2 73.1  0.8 0.8
162 12  5.4 51.1  0.6 0.7
87 13 5.85
51.1 0.6
0.7
79 13 5.85
51.1 0.6
0.7
196 10  4.5 74  0.9 0.9
139 12  5.4 74  0.9 0.9
109 13  5.85 74  0.9 0.9
170 14  6.3 72.1  0.8 0.8
57 14 6.3
72.1 0.8
0.8
54 15 6.75
72.1 0.8
0.8
194 6 2.7
77.3 0.6
0.9
140 8 3.6
77.3 0.6
0.9
81 10 4.5
77.3 0.6
0.9
98 5 2.25
64.2 0.7
0.6
80 7 3.15
64.2 0.7
0.6
62 7 3.15
64.2 0.7
0.6
162 11  4.95 59  0.8 0.5
75 13 5.85
59 0.8  0.5
61 14 6.3
59 0.8  0.5
183 7 3.15
78.6 0.9
0.7
122 8 3.6
78.6 0.9
0.7
96 10 4.5
78.6 0.9
0.7
164 10  4.5 63.7  0.5 0.7
152 11  4.95 63.7  0.5 0.7
108 12  5.4 63.7  0.5 0.7
185 11  4.95 57.6  0.9 0.5
178 12  5.4 57.6  0.9 0.5
160 13  5.85 57.6  0.9 0.5
156 10  4.5 55.7  0.7 0.7
77 11 4.95
55.7 0.7
0.7
64 12 5.4
55.7 0.7
0.7
188 12  5.4 70  0.9 0.8
156 13  5.85 70  0.9 0.8
79 14 6.3
70 0.9  0.8
155 14  6.3 69.1  0.7 0.8
150 16  7.2 69.1  0.7 0.8
135 16  7.2 69.1  0.7 0.8
153 8 3.6
62.8 0.6
0.6
144 8 3.6
62.8 0.6
0.6
77 9 4.05
62.8 0.6
0.6
170 14  6.3 69.3  0.8 0.8
61 15 6.75
69.3 0.8
0.8
55 17 7.65
69.3 0.8
0.8
174 7 3.15
57.3 0.6
0.9
160 8 3.6
57.3 0.6
0.9
159 9 4.05
57.3 0.6
0.9
87 17 7.65
69.2 0.5
0.9
61 18 8.1
69.2 0.5
0.9
52 18 8.1
69.2 0.5
0.9
130 9 4.05
54.6 0.8
0.7
64 9 4.05
54.6 0.8
0.7
61 10 4.5
54.6 0.8
0.7
168 9 4.05
79 0.5  0.5
130 10  4.5 79  0.5 0.5
51 11 4.95
79 0.5  0.5
155 5 2.25
58.2 0.7
0.6
139 6 2.7
58.2 0.7
0.6
109 7 3.15
58.2 0.7
0.6
192 11  4.95 79.6  0.8 0.5
128 12  5.4 79.6  0.8 0.5
78 12 5.4
79.6 0.8
0.5
166 7 3.15
60.4 0.6
0.6
139 7 3.15
60.4 0.6
0.6
90 9 4.05
60.4 0.6
0.6
145 4 1.8
50.8 0.8
0.7
100 5 2.25
50.8 0.8
0.7
56 5 2.25
50.8 0.8
0.7
194 11  4.95 75.4  0.6 0.9
187 12  5.4 75.4  0.6 0.9
89 13 5.85
75.4 0.6
0.9
137 5 2.25
59.1 0.6
0.5
115 5 2.25
59.1 0.6
0.5
96 6 2.7
59.1 0.6
0.5
189 5 2.25
53.8 0.7
0.8
131 5 2.25
53.8 0.7
0.8
85 5 2.25
53.8 0.7
0.8
160 6 2.7
50 0.5  0.6
87 7 3.15
50 0.5  0.6
61 8 3.6
50 0.5  0.6
171 9 4.05
79.6 0.8
0.6
144 10  4.5 79.6  0.8 0.6
71 10 4.5
79.6 0.8
0.6
185 16  7.2 50.8  0.8 0.8
135 17  7.65 50.8  0.8 0.8
65 17 7.65
50.8 0.8
0.8
178 6 2.7
77.7 0.9
0.7
117 6 2.7
77.7 0.9
0.7
53 8 3.6
77.7 0.9
0.7
190 9 4.05
61.1 0.8
0.9
127 9 4.05
61.1 0.8
0.9
119 10  4.5 61.1  0.8 0.9
175 16  7.2 66.8  0.9 0.9
153 18  8.1 66.8  0.9 0.9
115 18  8.1 66.8  0.9 0.9
172 5 2.25
72.3 0.9
0.8
100 5 2.25
72.3 0.9
0.8
58 5 2.25
72.3 0.9
0.8
111 19  8.55 57.8  0.8 0.8
70 20 9
57.8 0.8
0.8
64 20 9
57.8 0.8
0.8
153 19  8.55 50  0.5 0.8
132 20  9 50 0.5
0.8
122 20  9 50 0.5
0.8
157 17  7.65 69.7  0.9 0.5
95 17 7.65
69.7 0.9
0.5
59 18 8.1
69.7 0.9
0.5
192 8 3.6
74.3 0.7
0.8
192 8 3.6
74.3 0.7
0.8
123 10  4.5 74.3  0.7 0.8
170 10  4.5 59.7  0.7 0.8
113 12  5.4 59.7  0.7 0.8
63 13 5.85
59.7 0.7
0.8
145 18  8.1 63.2  0.6 0.7
128 19  8.55 63.2  0.6 0.7
98 19 8.55
63.2 0.6
0.7
168 6 2.7
57.9 0.8
0.8
99 7 3.15
57.9 0.8
0.8
53 9 4.05
57.9 0.8
0.8
165 17  7.65 72.6  0.7 0.7
146 17  7.65 72.6  0.7 0.7
68 19 8.55
72.6 0.7
0.7
191 12  5.4 74.5  0.7 0.8
160 12  5.4 74.5  0.7 0.8
104 12  5.4 74.5  0.7 0.8
199 17  7.65 60.3  0.6 0.8
152 19  8.55 60.3  0.6 0.8
122 20  9 60.3  0.6 0.8
114 7 3.15
60.4 0.9
0.7
99 7 3.15
60.4 0.9
0.7
52 7 3.15
60.4 0.9
0.7
134 10  4.5 71.6  0.6 0.5
64 10 4.5
71.6 0.6
0.5
55 12 5.4
71.6 0.6
0.5
97 14 6.3
72.4 0.5
0.6
84 14 6.3
72.4 0.5
0.6
74 15 6.75
72.4 0.5
0.6
123 7 3.15
63.1 0.9
0.7
82 7 3.15
63.1 0.9
0.7
64 7 3.15
63.1 0.9
0.7
134 15  6.75 65.8  0.9 0.9
93 16 7.2
65.8 0.9
0.9
67 17 7.65
65.8 0.9
0.9
192 7 3.15
62.5 0.8
0.6
187 9 4.05
62.5 0.8
0.6
121 9 4.05
62.5 0.8
0.6
143 16  7.2 69.3  0.7 0.7
105 16  7.2 69.3  0.7 0.7
88 18 8.1
69.3 0.7
0.7
195 8 3.6
51 0.7  0.8
147 9 4.05
51 0.7  0.8
90 10 4.5
51 0.7  0.8
146 12  5.4 69.9  0.6 0.5
123 13  5.85 69.9  0.6 0.5
55 13 5.85
69.9 0.6
0.5
187 12  5.4 58.2  0.6 0.5
62 13 5.85
58.2 0.6
0.5
51 15 6.75
58.2 0.6
0.5
152 2 0.9
63.7 0.7
0.9
136 5 2.25
63.7 0.7
0.9
132 5 2.25
63.7 0.7
0.9
121 19  8.55 63.1  0.8 0.6
118 19  8.55 63.1  0.8 0.6
92 20 9
63.1 0.8
0.6
155 10  4.5 64.5  0.8 0.9
149 11  4.95 64.5  0.8 0.9
56 12 5.4
64.5 0.8
0.9
175 10  4.5 60.9  0.5 0.7
103 12  5.4 60.9  0.5 0.7
79 12 5.4
60.9 0.5
0.7
195 16  7.2 76.1  0.6 0.7
170 16  7.2 76.1  0.6 0.7
119 17  7.65 76.1  0.6 0.7
140 12  5.4 70  0.8 0.8
126 12  5.4 70  0.8 0.8
119 13  5.85 70  0.8 0.8
157 10  4.5 66.9  0.5 0.6
109 11  4.95 66.9  0.5 0.6
67 11 4.95
66.9 0.5
0.6
78 14 6.3
50.6 0.7
0.7
60 15 6.75
50.6 0.7
0.7
57 16 7.2
50.6 0.7
0.7
186 8 3.6
62.4 0.6
0.6
134 11  4.95 62.4  0.6 0.6
78 11 4.95
62.4 0.6
0.6
160 4 1.8
71.1 0.9
0.8
124 5 2.25
71.1 0.9
0.8
120 6 2.7
71.1 0.9
0.8
116 4 1.8
63.2 0.7
0.5
81 5 2.25
63.2 0.7
0.5
61 6 2.7
63.2 0.7
0.5
188 15  6.75 70.6  0.8 0.7
159 15  6.75 70.6  0.8 0.7
59 17 7.65
70.6 0.8
0.7
183 17  7.65 58.6  0.7 0.8
173 18  8.1 58.6  0.7 0.8
57 21 9.45
58.6 0.7
0.8
140 8 3.6
53.3 0.7
0.5
126 9 4.05
53.3 0.7
0.5
72 12 5.4
53.3 0.7
0.5
124 5 2.25
58.1 0.6
0.8
100 6 2.7
58.1 0.6
0.8
59 6 2.7
58.1 0.6
0.8
151 11  4.95 59.4  0.8 0.9
144 11  4.95 59.4  0.8 0.9
76 11 4.95
59.4 0.8
0.9
196 10  4.5 59.2  0.8 0.8
169 10  4.5 59.2  0.8 0.8
60 11 4.95
59.2 0.8
0.8
190 14  6.3 58.6  0.7 0.6
151 14  6.3 58.6  0.7 0.6
113 15  6.75 58.6  0.7 0.6
171 13  5.85 66  0.7 0.6
159 14  6.3 66  0.7 0.6
55 14 6.3
66 0.7  0.6
193 5 2.25
63.5 0.5
0.9
65 5 2.25
63.5 0.5
0.9
60 7 3.15
63.5 0.5
0.9
91 17 7.65
50.3 0.9
0.7
73 19 8.55
50.3 0.9
0.7
66 20 9
50.3 0.9
0.7
127 3 1.35
71.8 0.6
0.6
117 4 1.8
71.8 0.6
0.6
61 5 2.25
71.8 0.6
0.6
174 6 2.7
56.5 0.8
0.6
155 6 2.7
56.5 0.8
0.6
147 6 2.7
56.5 0.8
0.6
168 5 2.25
72.5 0.8
0.5
131 5 2.25
72.5 0.8
0.5
57 5 2.25
72.5 0.8
0.5
167 12  5.4 72.6  0.7 0.6
160 14  6.3 72.6  0.7 0.6
139 14  6.3 72.6  0.7 0.6
189 6 2.7
57.4 0.6
0.9
188 9 4.05
57.4 0.6
0.9
144 9 4.05
57.4 0.6
0.9
154 7 3.15
50.4 0.8
0.7
139 7 3.15
50.4 0.8
0.7
131 8 3.6
50.4 0.8
0.7
139 8 3.6
57.2 0.7
0.8
127 8 3.6
57.2 0.7
0.8
126 8 3.6
57.2 0.7
0.8
188 11  4.95 69.9  0.5 0.7
145 12  5.4 69.9  0.5 0.7
76 13 5.85
69.9 0.5
0.7
190 15  6.75 63.9  0.5 0.7
158 15  6.75 63.9  0.5 0.7
123 15  6.75 63.9  0.5 0.7
195 14  6.3 78.6  0.6 0.8
144 14  6.3 78.6  0.6 0.8
91 14 6.3
78.6 0.6
0.8
189 15  6.75 67.9  0.6 0.6
164 15  6.75 67.9  0.6 0.6
51 18 8.1
67.9 0.6
0.6
141 6 2.7
63.2 0.6
0.6
107 6 2.7
63.2 0.6
0.6
91 8 3.6
63.2 0.6
0.6
128 11  4.95 77.9  0.7 0.8
92 11 4.95
77.9 0.7
0.8
72 11 4.95
77.9 0.7
0.8
139 15  6.75 79.4  0.6 0.7
134 17  7.65 79.4  0.6 0.7
89 18 8.1
79.4 0.6
0.7
181 14  6.3 63.5  0.7 0.8
140 14  6.3 63.5  0.7 0.8
84 17 7.65
63.5 0.7
0.8
136 18  8.1 67.7  0.7 0.5
107 19  8.55 67.7  0.7 0.5
86 20 9
67.7 0.7
0.5
179 8 3.6
55.5 0.7
0.7
106 9 4.05
55.5 0.7
0.7
106 9 4.05
55.5 0.7
0.7
120 10  4.5 77.8  0.9 0.8
116 10  4.5 77.8  0.9 0.8
112 11  4.95 77.8  0.9 0.8
189 12  5.4 50.2  0.9 0.8
158 12  5.4 50.2  0.9 0.8
152 13  5.85 50.2  0.9 0.8
189 8 3.6
59.9 0.8
0.7
187 8 3.6
59.9 0.8
0.7
60 8 3.6
59.9 0.8
0.7
158 9 4.05
55.2 0.7
0.8
122 11  4.95 55.2  0.7 0.8
92 11 4.95
55.2 0.7
0.8
197 7 3.15
54.3 0.6
0.8
126 7 3.15
54.3 0.6
0.8
75 8 3.6
54.3 0.6
0.8
182 7 3.15
63.5 0.7
0.8
145 7 3.15
63.5 0.7
0.8
96 8 3.6
63.5 0.7
0.8
188 4 1.8
56.7 0.7
0.7
164 4 1.8
56.7 0.7
0.7
122 6 2.7
56.7 0.7
0.7
147 10  4.5 51.1  0.8 0.8
82 12 5.4
51.1 0.8
0.8
73 13 5.85
51.1 0.8
0.8
191 8 3.6
57.9 0.8
0.6
171 8 3.6
57.9 0.8
0.6
116 9 4.05
57.9 0.8
0.6
152 4 1.8
61.2 0.5
0.6
136 5 2.25
61.2 0.5
0.6
132 6 2.7
61.2 0.5
0.6
156 10  4.5 73.2  0.8 0.8
74 10 4.5
73.2 0.8
0.8
56 13 5.85
73.2 0.8
0.8
