9?DFJSP09
20 10 3
Operations vector:
12 13 11
11 14  11 14 13
154 12  5.4 51  0.6 0.7
97 13 5.85
51 0.6  0.7
170 5 2.25
61 0.8  0.7
159 5 2.25
61 0.8  0.7
127 6 2.7
61 0.8  0.7
194 14  6.3 68.4  0.6 0.6
151 14  6.3 68.4  0.6 0.6
135 14  6.3 68.4  0.6 0.6
181 7 3.15
76.1 0.7
0.9
144 8 3.6
76.1 0.7
0.9
59 9 4.05
76.1 0.7
0.9
148 8 3.6
77.6 0.7
0.7
140 10  4.5 77.6  0.7 0.7
116 10  4.5 77.6  0.7 0.7
168 4 1.8
79.4 0.8
0.5
162 4 1.8
79.4 0.8
0.5
81 5 2.25
79.4 0.8
0.5
198 15  6.75 72.6  0.6 0.5
167 15  6.75 72.6  0.6 0.5
128 17  7.65 72.6  0.6 0.5
137 15  6.75 56.6  0.8 0.7
132 16  7.2 56.6  0.8 0.7
78 17 7.65
56.6 0.8
0.7
179 9 4.05
80 0.7  0.6
108 12  5.4 80  0.7 0.6
57 12 5.4
80 0.7  0.6
189 11  4.95 72.7  0.6 0.6
162 11  4.95 72.7  0.6 0.6
88 11 4.95
72.7 0.6
0.6
162 9 4.05
71.8 0.5
0.6
128 10  4.5 71.8  0.5 0.6
74 11 4.95
71.8 0.5
0.6
184 3 1.35
77 0.9  0.7
163 6 2.7
77 0.9  0.7
140 6 2.7
77 0.9  0.7
151 10  4.5 53.7  0.5 0.6
127 11  4.95 53.7  0.5 0.6
93 12 5.4
53.7 0.5
0.6
143 12  5.4 68.8  0.8 0.8
108 13  5.85 68.8  0.8 0.8
86 13 5.85
68.8 0.8
0.8
172 11  4.95 62  0.7 0.6
108 12  5.4 62  0.7 0.6
92 12 5.4
62 0.7  0.6
127 7 3.15
75.8 0.9
0.8
108 8 3.6
75.8 0.9
0.8
61 8 3.6
75.8 0.9
0.8
196 13  5.85 75.5  0.7 0.8
117 15  6.75 75.5  0.7 0.8
84 15 6.75
75.5 0.7
0.8
162 10  4.5 63.5  0.8 0.6
82 11 4.95
63.5 0.8
0.6
52 12 5.4
63.5 0.8
0.6
144 13  5.85 76.8  0.5 0.5
123 14  6.3 76.8  0.5 0.5
115 16  7.2 76.8  0.5 0.5
100 11  4.95 57.9  0.7 0.7
79 11 4.95
57.9 0.7
0.7
54 13 5.85
57.9 0.7
0.7
184 9 4.05
65.4 0.9
0.6
131 10  4.5 65.4  0.9 0.6
90 10 4.5
65.4 0.9
0.6
162 14  6.3 77.7  0.9 0.7
129 15  6.75 77.7  0.9 0.7
98 17 7.65
77.7 0.9
0.7
140 11  4.95 63.9  0.5 0.8
100 12  5.4 63.9  0.5 0.8
91 12 5.4
63.9 0.5
0.8
196 7 3.15
62.6 0.7
0.7
127 8 3.6
62.6 0.7
0.7
95 8 3.6
62.6 0.7
0.7
184 10  4.5 52.8  0.5 0.6
149 10  4.5 52.8  0.5 0.6
108 12  5.4 52.8  0.5 0.6
135 17  7.65 66.4  0.8 0.5
134 17  7.65 66.4  0.8 0.5
83 19 8.55
66.4 0.8
0.5
189 7 3.15
56.4 0.8
0.9
111 8 3.6
56.4 0.8
0.9
79 8 3.6
56.4 0.8
0.9
190 19  8.55 51  0.5 0.8
91 19 8.55
51 0.5  0.8
91 20 9
51 0.5  0.8
170 7 3.15
75.6 0.8
0.5
134 7 3.15
75.6 0.8
0.5
91 10 4.5
75.6 0.8
0.5
174 5 2.25
53.1 0.6
0.7
119 6 2.7
53.1 0.6
0.7
108 6 2.7
53.1 0.6
0.7
186 12  5.4 72  0.7 0.8
176 12  5.4 72  0.7 0.8
116 14  6.3 72  0.7 0.8
190 6 2.7
69.4 0.7
0.8
184 6 2.7
69.4 0.7
0.8
110 7 3.15
69.4 0.7
0.8
169 18  8.1 64.7  0.8 0.7
125 19  8.55 64.7  0.8 0.7
72 20 9
64.7 0.8
0.7
200 7 3.15
58.1 0.8
0.8
173 8 3.6
58.1 0.8
0.8
64 9 4.05
58.1 0.8
0.8
186 14  6.3 72.6  0.6 0.8
161 15  6.75 72.6  0.6 0.8
154 16  7.2 72.6  0.6 0.8
155 11  4.95 75.3  0.8 0.5
147 14  6.3 75.3  0.8 0.5
96 14 6.3
75.3 0.8
0.5
153 17  7.65 75  0.6 0.8
147 18  8.1 75  0.6 0.8
142 18  8.1 75  0.6 0.8
199 10  4.5 64.7  0.8 0.8
119 11  4.95 64.7  0.8 0.8
102 11  4.95 64.7  0.8 0.8
199 16  7.2 64.7  0.7 0.6
160 16  7.2 64.7  0.7 0.6
158 17  7.65 64.7  0.7 0.6
190 9 4.05
76.1 0.6
0.8
181 10  4.5 76.1  0.6 0.8
98 10 4.5
76.1 0.6
0.8
145 11  4.95 63.4  0.8 0.8
140 11  4.95 63.4  0.8 0.8
72 13 5.85
63.4 0.8
0.8
143 7 3.15
62.4 0.6
0.8
143 8 3.6
62.4 0.6
0.8
86 9 4.05
62.4 0.6
0.8
149 17  7.65 74.8  0.8 0.9
123 17  7.65 74.8  0.8 0.9
114 19  8.55 74.8  0.8 0.9
160 5 2.25
68.4 0.9
0.5
135 7 3.15
68.4 0.9
0.5
88 8 3.6
68.4 0.9
0.5
196 5 2.25
77.3 0.8
0.8
120 5 2.25
77.3 0.8
0.8
98 5 2.25
77.3 0.8
0.8
77 13 5.85
71.1 0.9
0.6
67 13 5.85
71.1 0.9
0.6
61 14 6.3
71.1 0.9
0.6
169 6 2.7
75 0.6  0.7
73 6 2.7
75 0.6  0.7
60 7 3.15
75 0.6  0.7
116 12  5.4 63.6  0.7 0.8
110 12  5.4 63.6  0.7 0.8
103 13  5.85 63.6  0.7 0.8
182 6 2.7
52.8 0.8
0.5
136 6 2.7
52.8 0.8
0.5
83 7 3.15
52.8 0.8
0.5
160 9 4.05
58.4 0.7
0.7
133 9 4.05
58.4 0.7
0.7
122 11  4.95 58.4  0.7 0.7
176 8 3.6
70.6 0.8
0.7
114 9 4.05
70.6 0.8
0.7
90 10 4.5
70.6 0.8
0.7
193 8 3.6
75.6 0.7
0.7
116 9 4.05
75.6 0.7
0.7
91 9 4.05
75.6 0.7
0.7
178 4 1.8
63.1 0.7
0.8
159 6 2.7
63.1 0.7
0.8
80 6 2.7
63.1 0.7
0.8
177 14  6.3 58  0.8 0.6
145 14  6.3 58  0.8 0.6
124 16  7.2 58  0.8 0.6
144 11  4.95 67.6  0.6 0.7
135 12  5.4 67.6  0.6 0.7
104 12  5.4 67.6  0.6 0.7
175 9 4.05
67.9 0.6
0.8
171 10  4.5 67.9  0.6 0.8
146 11  4.95 67.9  0.6 0.8
157 14  6.3 72.9  0.8 0.8
139 16  7.2 72.9  0.8 0.8
119 16  7.2 72.9  0.8 0.8
115 17  7.65 50.9  0.9 0.7
111 19  8.55 50.9  0.9 0.7
61 19 8.55
50.9 0.9
0.7
126 13  5.85 78.1  0.9 0.6
103 14  6.3 78.1  0.9 0.6
66 16 7.2
78.1 0.9
0.6
192 10  4.5 55.1  0.8 0.8
154 12  5.4 55.1  0.8 0.8
83 12 5.4
55.1 0.8
0.8
148 6 2.7
70.3 0.6
0.7
148 7 3.15
70.3 0.6
0.7
87 10 4.5
70.3 0.6
0.7
107 17  7.65 68.4  0.6 0.8
80 17 7.65
68.4 0.6
0.8
52 18 8.1
68.4 0.6
0.8
158 15  6.75 64.9  0.6 0.9
128 15  6.75 64.9  0.6 0.9
53 15 6.75
64.9 0.6
0.9
166 7 3.15
72.5 0.6
0.7
151 7 3.15
72.5 0.6
0.7
150 8 3.6
72.5 0.6
0.7
168 18  8.1 72.9  0.7 0.8
124 20  9 72.9  0.7 0.8
112 20  9 72.9  0.7 0.8
195 19  8.55 69.7  0.8 0.9
130 19  8.55 69.7  0.8 0.9
95 20 9
69.7 0.8
0.9
168 7 3.15
52.8 0.7
0.8
162 8 3.6
52.8 0.7
0.8
104 8 3.6
52.8 0.7
0.8
90 13 5.85
53.8 0.5
0.6
63 13 5.85
53.8 0.5
0.6
53 14 6.3
53.8 0.5
0.6
156 12  5.4 68.5  0.6 0.8
128 14  6.3 68.5  0.6 0.8
102 14  6.3 68.5  0.6 0.8
183 17  7.65 67  0.8 0.6
103 18  8.1 67  0.8 0.6
98 19 8.55
67 0.8  0.6
93 6 2.7
69.6 0.7
0.9
69 7 3.15
69.6 0.7
0.9
59 8 3.6
69.6 0.7
0.9
164 16  7.2 59.1  0.7 0.6
125 17  7.65 59.1  0.7 0.6
92 17 7.65
59.1 0.7
0.6
184 10  4.5 50.2  0.8 0.6
171 10  4.5 50.2  0.8 0.6
70 12 5.4
50.2 0.8
0.6
173 13  5.85 68.3  0.5 0.8
125 14  6.3 68.3  0.5 0.8
115 14  6.3 68.3  0.5 0.8
176 8 3.6
69.3 0.7
0.8
109 9 4.05
69.3 0.7
0.8
91 9 4.05
69.3 0.7
0.8
170 10  4.5 63.7  0.7 0.7
128 10  4.5 63.7  0.7 0.7
68 12 5.4
63.7 0.7
0.7
183 4 1.8
66.7 0.9
0.7
112 6 2.7
66.7 0.9
0.7
80 6 2.7
66.7 0.9
0.7
176 8 3.6
59 0.5  0.8
166 8 3.6
59 0.5  0.8
124 9 4.05
59 0.5  0.8
195 5 2.25
58.7 0.6
0.9
177 5 2.25
58.7 0.6
0.9
96 7 3.15
58.7 0.6
0.9
172 12  5.4 61  0.6 0.8
71 13 5.85
61 0.6  0.8
60 14 6.3
61 0.6  0.8
122 6 2.7
59.6 0.6
0.6
80 7 3.15
59.6 0.6
0.6
80 8 3.6
59.6 0.6
0.6
131 13  5.85 59.1  0.8 0.8
77 13 5.85
59.1 0.8
0.8
76 15 6.75
59.1 0.8
0.8
182 11  4.95 69.9  0.6 0.8
154 11  4.95 69.9  0.6 0.8
95 11 4.95
69.9 0.6
0.8
177 6 2.7
57.7 0.8
0.7
143 8 3.6
57.7 0.8
0.7
56 10 4.5
57.7 0.8
0.7
118 11  4.95 77.2  0.5 0.8
82 12 5.4
77.2 0.5
0.8
54 12 5.4
77.2 0.5
0.8
133 15  6.75 56.2  0.9 0.9
123 15  6.75 56.2  0.9 0.9
101 17  7.65 56.2  0.9 0.9
161 10  4.5 70.9  0.8 0.6
123 11  4.95 70.9  0.8 0.6
109 11  4.95 70.9  0.8 0.6
170 10  4.5 57.8  0.7 0.8
152 12  5.4 57.8  0.7 0.8
121 14  6.3 57.8  0.7 0.8
92 9 4.05
73.3 0.9
0.5
90 10 4.5
73.3 0.9
0.5
65 10 4.5
73.3 0.9
0.5
185 5 2.25
50.2 0.9
0.8
170 6 2.7
50.2 0.9
0.8
104 6 2.7
50.2 0.9
0.8
183 10  4.5 75.3  0.6 0.9
125 11  4.95 75.3  0.6 0.9
111 12  5.4 75.3  0.6 0.9
158 12  5.4 58.6  0.8 0.5
150 14  6.3 58.6  0.8 0.5
133 14  6.3 58.6  0.8 0.5
170 8 3.6
64.7 0.7
0.9
133 9 4.05
64.7 0.7
0.9
109 11  4.95 64.7  0.7 0.9
146 14  6.3 70.9  0.6 0.6
133 14  6.3 70.9  0.6 0.6
116 15  6.75 70.9  0.6 0.6
200 8 3.6
50.1 0.6
0.7
126 9 4.05
50.1 0.6
0.7
52 9 4.05
50.1 0.6
0.7
200 14  6.3 66.3  0.9 0.7
164 15  6.75 66.3  0.9 0.7
117 15  6.75 66.3  0.9 0.7
175 11  4.95 52.3  0.6 0.8
113 12  5.4 52.3  0.6 0.8
102 12  5.4 52.3  0.6 0.8
136 12  5.4 65  0.9 0.7
113 16  7.2 65  0.9 0.7
73 16 7.2
65 0.9  0.7
194 15  6.75 55.1  0.6 0.6
177 15  6.75 55.1  0.6 0.6
54 15 6.75
55.1 0.6
0.6
197 11  4.95 65.4  0.6 0.8
72 11 4.95
65.4 0.6
0.8
58 11 4.95
65.4 0.6
0.8
123 10  4.5 75.8  0.8 0.6
76 11 4.95
75.8 0.8
0.6
63 12 5.4
75.8 0.8
0.6
127 16  7.2 73  0.6 0.7
67 16 7.2
73 0.6  0.7
56 16 7.2
73 0.6  0.7
159 10  4.5 76.8  0.7 0.8
122 11  4.95 76.8  0.7 0.8
80 12 5.4
76.8 0.7
0.8
190 10  4.5 69.8  0.6 0.8
146 11  4.95 69.8  0.6 0.8
91 12 5.4
69.8 0.6
0.8
80 8 3.6
71.8 0.8
0.7
76 9 4.05
71.8 0.8
0.7
56 9 4.05
71.8 0.8
0.7
125 15  6.75 67.5  0.8 0.7
106 16  7.2 67.5  0.8 0.7
87 17 7.65
67.5 0.8
0.7
154 18  8.1 71.3  0.7 0.9
148 18  8.1 71.3  0.7 0.9
97 18 8.1
71.3 0.7
0.9
192 16  7.2 71  0.7 0.7
169 17  7.65 71  0.7 0.7
96 17 7.65
71 0.7  0.7
159 10  4.5 67.7  0.6 0.7
120 12  5.4 67.7  0.6 0.7
55 13 5.85
67.7 0.6
0.7
200 6 2.7
74.3 0.6
0.6
179 6 2.7
74.3 0.6
0.6
57 7 3.15
74.3 0.6
0.6
134 10  4.5 59.8  0.6 0.7
97 11 4.95
59.8 0.6
0.7
70 12 5.4
59.8 0.6
0.7
150 16  7.2 54.3  0.7 0.8
66 16 7.2
54.3 0.7
0.8
61 16 7.2
54.3 0.7
0.8
160 14  6.3 78  0.7 0.8
147 15  6.75 78  0.7 0.8
124 15  6.75 78  0.7 0.8
193 17  7.65 64.4  0.9 0.5
147 17  7.65 64.4  0.9 0.5
110 18  8.1 64.4  0.9 0.5
195 9 4.05
64.1 0.7
0.6
181 10  4.5 64.1  0.7 0.6
171 12  5.4 64.1  0.7 0.6
189 6 2.7
60.5 0.7
0.7
93 6 2.7
60.5 0.7
0.7
78 8 3.6
60.5 0.7
0.7
172 16  7.2 50.2  0.6 0.6
68 17 7.65
50.2 0.6
0.6
53 18 8.1
50.2 0.6
0.6
185 4 1.8
66.4 0.6
0.6
161 4 1.8
66.4 0.6
0.6
114 6 2.7
66.4 0.6
0.6
182 9 4.05
52.4 0.7
0.6
76 10 4.5
52.4 0.7
0.6
52 11 4.95
52.4 0.7
0.6
91 10 4.5
71.9 0.8
0.6
76 13 5.85
71.9 0.8
0.6
73 15 6.75
71.9 0.8
0.6
198 8 3.6
64.4 0.9
0.7
126 10  4.5 64.4  0.9 0.7
60 11 4.95
64.4 0.9
0.7
181 9 4.05
53.7 0.7
0.8
129 9 4.05
53.7 0.7
0.8
80 9 4.05
53.7 0.7
0.8
148 3 1.35
62.2 0.6
0.7
144 4 1.8
62.2 0.6
0.7
132 4 1.8
62.2 0.6
0.7
92 12 5.4
75.2 0.5
0.7
54 12 5.4
75.2 0.5
0.7
50 13 5.85
75.2 0.5
0.7
162 5 2.25
57.9 0.7
0.6
142 6 2.7
57.9 0.7
0.6
75 8 3.6
57.9 0.7
0.6
156 8 3.6
79 0.6  0.8
132 9 4.05
79 0.6  0.8
70 10 4.5
79 0.6  0.8
196 7 3.15
73 0.8  0.7
91 8 3.6
73 0.8  0.7
58 9 4.05
73 0.8  0.7
165 3 1.35
67.4 0.6
0.7
90 4 1.8
67.4 0.6
0.7
63 5 2.25
67.4 0.6
0.7
82 6 2.7
63.7 0.6
0.8
78 6 2.7
63.7 0.6
0.8
64 7 3.15
63.7 0.6
0.8
175 9 4.05
54.1 0.9
0.6
134 10  4.5 54.1  0.9 0.6
85 12 5.4
54.1 0.9
0.6
103 4 1.8
58.2 0.7
0.8
97 4 1.8
58.2 0.7
0.8
52 6 2.7
58.2 0.7
0.8
159 15  6.75 78.7  0.8 0.7
151 15  6.75 78.7  0.8 0.7
83 16 7.2
78.7 0.8
0.7
199 9 4.05
60.9 0.7
0.6
91 9 4.05
60.9 0.7
0.6
62 9 4.05
60.9 0.7
0.6
144 15  6.75 53.2  0.7 0.7
133 16  7.2 53.2  0.7 0.7
95 16 7.2
53.2 0.7
0.7
154 8 3.6
51.4 0.7
0.5
148 11  4.95 51.4  0.7 0.5
91 12 5.4
51.4 0.7
0.5
166 5 2.25
69.9 0.7
0.8
127 8 3.6
69.9 0.7
0.8
106 9 4.05
69.9 0.7
0.8
197 16  7.2 72.9  0.8 0.8
168 17  7.65 72.9  0.8 0.8
89 18 8.1
72.9 0.8
0.8
142 4 1.8
52.6 0.9
0.7
75 5 2.25
52.6 0.9
0.7
61 6 2.7
52.6 0.9
0.7
195 10  4.5 60.6  0.5 0.6
124 10  4.5 60.6  0.5 0.6
88 11 4.95
60.6 0.5
0.6
83 12 5.4
65.2 0.6
0.7
65 13 5.85
65.2 0.6
0.7
59 14 6.3
65.2 0.6
0.7
165 9 4.05
68.8 0.6
0.6
120 10  4.5 68.8  0.6 0.6
79 11 4.95
68.8 0.6
0.6
178 6 2.7
75.7 0.8
0.8
79 8 3.6
75.7 0.8
0.8
76 8 3.6
75.7 0.8
0.8
124 9 4.05
77.8 0.8
0.8
113 9 4.05
77.8 0.8
0.8
82 10 4.5
77.8 0.8
0.8
79 4 1.8
63.9 0.6
0.9
68 5 2.25
63.9 0.6
0.9
63 6 2.7
63.9 0.6
0.9
195 15  6.75 60.3  0.7 0.5
157 15  6.75 60.3  0.7 0.5
103 16  7.2 60.3  0.7 0.5
182 14  6.3 76.4  0.7 0.6
182 14  6.3 76.4  0.7 0.6
119 15  6.75 76.4  0.7 0.6
168 11  4.95 65.2  0.6 0.7
70 11 4.95
65.2 0.6
0.7
62 11 4.95
65.2 0.6
0.7
125 4 1.8
66.3 0.6
0.6
88 5 2.25
66.3 0.6
0.6
73 5 2.25
66.3 0.6
0.6
199 6 2.7
61.8 0.7
0.7
135 7 3.15
61.8 0.7
0.7
87 8 3.6
61.8 0.7
0.7
148 10  4.5 64.8  0.6 0.7
121 11  4.95 64.8  0.6 0.7
76 11 4.95
64.8 0.6
0.7
197 16  7.2 56.9  0.5 0.7
188 16  7.2 56.9  0.5 0.7
96 17 7.65
56.9 0.5
0.7
126 14  6.3 72  0.8 0.5
112 14  6.3 72  0.8 0.5
98 15 6.75
72 0.8  0.5
166 9 4.05
65.5 0.7
0.6
157 9 4.05
65.5 0.7
0.6
78 11 4.95
65.5 0.7
0.6
146 8 3.6
64.2 0.8
0.9
74 9 4.05
64.2 0.8
0.9
63 10 4.5
64.2 0.8
0.9
186 18  8.1 68.4  0.8 0.7
147 19  8.55 68.4  0.8 0.7
110 19  8.55 68.4  0.8 0.7
181 10  4.5 50  0.6 0.6
129 11  4.95 50  0.6 0.6
124 14  6.3 50  0.6 0.6
169 5 2.25
65.7 0.8
0.8
163 5 2.25
65.7 0.8
0.8
110 5 2.25
65.7 0.8
0.8
99 18 8.1
74.3 0.9
0.7
73 18 8.1
74.3 0.9
0.7
61 20 9
74.3 0.9
0.7
158 8 3.6
57.6 0.8
0.5
146 8 3.6
57.6 0.8
0.5
119 8 3.6
57.6 0.8
0.5
195 13  5.85 70.1  0.6 0.8
131 14  6.3 70.1  0.6 0.8
92 15 6.75
70.1 0.6
0.8
191 11  4.95 73.8  0.8 0.9
116 12  5.4 73.8  0.8 0.9
73 13 5.85
73.8 0.8
0.9
196 17  7.65 61.6  0.5 0.8
181 18  8.1 61.6  0.5 0.8
78 18 8.1
61.6 0.5
0.8
180 17  7.65 72.9  0.7 0.5
106 18  8.1 72.9  0.7 0.5
72 18 8.1
72.9 0.7
0.5
180 10  4.5 69.9  0.8 0.8
66 12 5.4
69.9 0.8
0.8
52 12 5.4
69.9 0.8
0.8
187 14  6.3 62.1  0.5 0.8
155 15  6.75 62.1  0.5 0.8
64 18 8.1
62.1 0.5
0.8
94 17 7.65
58.9 0.5
0.7
81 18 8.1
58.9 0.5
0.7
63 18 8.1
58.9 0.5
0.7
